wagnum,month,target_month,target_day,60d_opor_station_sign_max,5d_st_river_sign_mean,60d_st_border_sign_mean,60d_st_car_sign_max,30d_st_car_sign_max,60d_avg_distance_max,5d_st_sea_sign_max,30d_st_freigh_sign_mean,10d_st_sea_sign_mean,60d_st_freigh_sign_max,10d_avg_distance_max,60d_st_sea_sign_mean,10d_opor_station_sign_mean,10d_naliv_mean,30d_diff_mean,30d_st_border_sign_mean,30d_st_freigh_sign_max,60d_st_freigh_sign_mean,30d_st_border_sign_max,5d_opor_station_sign_max,60d_st_ferry_sign_mean,5d_st_ferry_sign_max,10d_st_ferry_sign_mean,60d_naval_mean,10d_st_freigh_sign_mean,5d_st_sea_sign_mean,5d_skoroport_mean,10d_st_border_sign_mean,10d_opor_station_sign_max,5d_st_freigh_sign_mean,30d_opor_station_sign_mean,60d_opor_station_sign_mean,5d_openvagons_mean,10d_st_car_sign_max,60d_openvagons_mean,30d_openvagons_mean,5d_st_border_sign_max,10d_diff_mean,5d_diff_mean,10d_st_river_sign_mean,60d_st_sea_sign_max,60d_st_car_sign_mean,10d_another_road_max,60d_naliv_mean,10d_naval_mean,10d_skoroport_mean,5d_opor_station_sign_mean,30d_nasip_mean,10d_soprovod_mean,30d_isload_mean,60d_nasip_mean,60d_st_river_sign_max,60d_diff_mean,10d_nasip_mean,30d_avg_distance_max,5d_st_border_sign_mean,30d_naval_mean,5d_avg_distance_min,60d_skoroport_mean,5d_avg_distance_max,60d_isload_mean,10d_openvagons_mean,30d_st_sea_sign_mean,10d_smerz_mean,5d_smerz_mean,10d_isload_mean,10d_st_ferry_sign_max,5d_another_road_max,5d_soprovod_mean,30d_naliv_mean,5d_naval_mean,5d_st_car_sign_max,30d_st_ferry_sign_mean,60d_st_river_sign_mean,5d_naliv_mean,60d_st_ferry_sign_max,10d_st_border_sign_max,10d_st_freigh_sign_max,30d_st_car_sign_mean,10d_avg_distance_min,5d_st_car_sign_mean,30d_another_road_max,5d_st_ferry_sign_mean,30d_smerz_mean,30d_opor_station_sign_max,10d_st_river_sign_max,60d_smerz_mean,30d_soprovod_mean,30d_st_river_sign_max,30d_skoroport_mean,5d_st_freigh_sign_max,10d_st_sea_sign_max,30d_avg_distance_min,60d_st_border_sign_max,30d_st_ferry_sign_max,5d_st_river_sign_max,30d_st_river_sign_mean,30d_st_sea_sign_max,60d_soprovod_mean,60d_another_road_max,5d_isload_mean,10d_st_car_sign_mean,60d_avg_distance_min,5d_nasip_mean,date_kap,date_dep,kod_vrab,date_pl_rem,days_to_pl_rem,last_rem_date,days_from_last_rem,ost_prob,manage_type,rod_id_x,reestr_state,ownership_type,model,rod_id_y,gruz,cnsi_gruz_capacity,cnsi_volumek,tara,date_build,srok_sl,zavod_build,date_iskl,cnsi_probeg_dr,cnsi_probeg_kr,kuzov,telega,tormoz,tipvozd,tippogl,norma_km,ownertype,expected_srok_sl_y,expected_srok_sl_y_b,date_build_b
225,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-11,1,2022-11-11,-51,2019-11-11,1147,152994,0,0,1,0,11-280,0,680,680,138.0,257,2009-10-18,2039-02-24,1,,110,160,2,9,2,4,2,160000,0,29.372602739726027,long,"(2007, 2017]"
226,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-21,1,2022-11-21,-41,2019-11-21,1137,154007,0,0,1,0,11-280,0,680,680,138.0,257,2008-03-17,2040-12-16,1,,110,160,2,9,2,4,2,160000,0,32.772602739726025,long,"(2007, 2017]"
227,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-27,1,2022-11-27,-35,2019-11-27,1131,159628,0,0,1,0,11-280,0,680,680,138.0,257,2009-05-12,2040-08-16,1,,110,160,2,9,2,4,11,160000,0,31.284931506849315,long,"(2007, 2017]"
228,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-27,1,2022-06-27,-188,2019-06-27,1284,139855,0,0,1,0,11-280,0,680,680,138.0,257,2007-10-02,2041-05-18,1,,110,160,2,9,2,1,11,160000,0,33.64931506849315,long,"(2000, 2007]"
229,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-18,1,2023-04-18,107,2020-04-18,988,27718,0,0,1,0,11-280,0,680,680,138.0,257,2008-05-09,2040-12-30,1,,110,160,2,9,2,4,11,160000,0,32.66575342465753,long,"(2007, 2017]"
230,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-08,2018-11-20,0,2024-06-08,524,2021-06-08,572,98482,0,0,1,0,11-280,0,680,680,138.0,257,2007-08-08,2040-08-05,1,,110,160,2,9,2,6,12,160000,0,33.016438356164386,long,"(2000, 2007]"
231,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-13,1,2022-07-13,-172,2019-07-13,1268,136057,0,0,1,0,11-280,0,680,680,138.0,258,2009-07-01,2039-09-30,1,,110,160,2,9,2,6,11,160000,0,30.268493150684932,long,"(2007, 2017]"
232,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-21,1,2022-11-21,-41,2019-11-21,1137,33826,0,0,1,0,11-280,0,680,680,138.0,247,2007-04-17,2042-03-16,1,,110,160,2,9,2,4,11,160000,0,34.93698630136986,long,"(2000, 2007]"
233,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-12,1,2022-12-12,-20,2019-12-12,1116,11950,0,0,1,0,11-280,0,680,680,138.0,250,2008-05-14,2040-03-28,1,,110,160,2,9,2,1,11,160000,0,31.893150684931506,long,"(2007, 2017]"
234,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-10,1,2022-12-10,-22,2019-12-10,1118,156997,0,0,1,0,11-280,0,680,680,138.0,257,2009-01-31,2039-05-14,1,,110,160,2,9,2,4,11,160000,0,30.301369863013697,long,"(2007, 2017]"
235,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-15,1,2022-11-15,-47,2019-11-15,1143,157907,0,0,1,0,11-280,0,680,680,138.0,257,2010-12-08,2039-05-14,1,,110,160,2,9,2,6,11,160000,0,28.44931506849315,long,"(2007, 2017]"
236,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-23,1,2022-12-23,-9,2019-12-23,1105,155144,0,0,1,0,11-280,0,680,680,138.0,257,2009-07-10,2040-04-30,1,,110,160,2,9,2,6,12,160000,0,30.827397260273973,long,"(2007, 2017]"
237,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-27,1,2022-09-27,-96,2019-09-27,1192,141296,0,0,1,0,11-280,0,680,680,138.0,257,2008-11-01,2040-09-28,1,,110,160,2,9,2,4,11,160000,0,31.92876712328767,long,"(2007, 2017]"
238,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,1,2022-11-01,-61,2019-11-01,1157,146500,0,0,1,0,11-280,0,680,680,138.0,257,2009-01-04,2041-01-04,1,,110,160,2,9,2,6,11,160000,0,32.02191780821918,long,"(2007, 2017]"
239,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-27,1,2022-11-27,-35,2019-11-27,1131,154756,0,0,1,0,11-280,0,680,680,138.0,258,2008-04-08,2041-02-03,1,,110,160,2,9,2,4,1,160000,0,32.846575342465755,long,"(2007, 2017]"
240,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-30,1,2022-11-30,-32,2019-11-30,1128,152576,0,0,1,0,11-280,0,680,680,138.0,258,2008-04-11,2042-11-06,1,,110,160,2,9,2,4,11,160000,0,34.59452054794521,long,"(2007, 2017]"
241,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-24,2019-02-27,0,2025-03-24,813,2022-03-24,283,110532,0,0,1,0,11-280,0,680,680,138.0,258,2008-10-03,2040-02-03,1,,110,160,2,9,2,6,11,160000,0,31.356164383561644,long,"(2007, 2017]"
242,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-15,1,2022-07-15,-170,2019-07-15,1266,155841,0,0,1,0,11-280,0,680,680,138.0,247,2007-08-12,2039-08-26,1,,110,160,2,9,2,6,11,160000,0,32.06027397260274,long,"(2000, 2007]"
243,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-16,1,2022-11-16,-46,2019-11-16,1142,135248,0,0,1,0,11-280,0,680,680,138.0,257,2009-03-12,2041-05-04,1,,110,160,2,9,2,6,11,160000,0,32.16712328767123,long,"(2007, 2017]"
244,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-06,2019-04-08,0,2025-03-06,795,2022-03-06,301,123999,0,0,1,0,11-280,0,680,680,138.0,257,2009-12-23,2040-02-03,1,,110,160,2,9,2,4,11,160000,0,30.134246575342466,long,"(2007, 2017]"
245,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-15,2019-04-23,0,2025-04-15,835,2022-04-15,261,123143,0,0,1,0,11-280,0,680,680,138.0,257,2008-12-03,2040-09-28,1,,110,160,2,9,2,1,2,160000,0,31.84109589041096,long,"(2007, 2017]"
246,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-03,1,2022-12-03,-29,2019-12-03,1125,159293,0,0,1,0,11-280,0,680,680,138.0,258,2007-12-05,2040-03-16,1,,110,160,2,9,2,6,11,160000,0,32.3013698630137,long,"(2000, 2007]"
247,2023-01-01,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-25,1,2023-04-25,114,2020-04-25,981,17154,0,0,1,0,11-280,0,680,680,138.0,258,2007-06-30,2039-11-17,1,,110,160,2,9,2,4,11,160000,0,32.40547945205479,long,"(2000, 2007]"
248,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-05,2019-06-28,0,2024-10-05,643,2021-10-05,453,106019,0,0,1,0,11-280,0,680,680,138.0,258,2009-11-20,2040-05-03,1,,110,160,2,9,2,6,11,160000,0,30.471232876712328,long,"(2007, 2017]"
249,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-26,1,2022-12-26,-6,2019-12-26,1102,156635,0,0,1,0,11-280,0,680,680,138.0,258,2008-01-10,2040-10-06,1,,110,160,2,9,2,6,2,160000,0,32.76164383561644,long,"(2007, 2017]"
250,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-20,1,2022-11-20,-42,2019-11-20,1138,157931,0,0,1,0,11-280,0,680,680,138.0,257,2008-07-23,2041-06-14,1,,110,160,2,9,2,4,11,160000,0,32.915068493150685,long,"(2007, 2017]"
251,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-18,2019-04-28,0,2025-04-18,838,2022-04-18,258,128533,0,0,1,0,11-280,0,680,680,138.0,257,2009-08-26,2041-09-30,1,,110,160,2,9,2,4,11,160000,0,32.11780821917808,long,"(2007, 2017]"
252,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-14,1,2022-10-14,-79,2019-10-14,1175,152357,0,0,1,0,11-280,0,680,680,138.0,257,2008-11-21,2041-11-20,1,,110,160,2,9,2,4,1,160000,0,33.01917808219178,long,"(2007, 2017]"
253,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-06,1,2022-12-06,-26,2019-12-06,1122,159999,0,0,1,0,11-280,0,680,680,138.0,258,2010-12-07,2041-03-09,1,,110,160,2,9,2,4,12,160000,0,30.273972602739725,long,"(2007, 2017]"
254,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-30,1,2022-11-30,-32,2019-11-30,1128,153055,0,0,1,0,11-280,0,680,680,138.0,258,2008-02-29,2042-03-26,1,,110,160,2,9,2,1,11,160000,0,34.09315068493151,long,"(2007, 2017]"
255,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-09,1,2023-10-09,281,2020-10-09,814,28943,0,0,1,0,11-280,0,680,680,138.0,258,2009-07-07,2039-09-10,1,,110,160,2,9,2,4,11,160000,0,30.197260273972603,long,"(2007, 2017]"
256,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-24,2019-03-29,0,2025-03-24,813,2022-03-24,283,130639,0,0,1,0,11-280,0,680,680,138.0,257,2009-07-24,2040-11-18,1,,110,160,2,9,2,6,11,160000,0,31.34246575342466,long,"(2007, 2017]"
257,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-06,1,2023-06-06,156,2020-06-06,939,41327,0,0,1,0,11-280,0,680,680,138.0,258,2009-03-29,2041-03-29,1,,110,160,2,9,2,6,11,160000,0,32.02191780821918,long,"(2007, 2017]"
258,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-17,1,2022-11-17,-45,2019-11-17,1141,155142,0,0,1,0,11-280,0,680,680,138.0,257,2008-01-09,2041-12-09,1,,110,160,2,9,2,6,11,160000,0,33.93972602739726,long,"(2007, 2017]"
259,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-17,1,2022-11-17,-45,2019-11-17,1141,150869,0,0,1,0,11-280,0,680,680,138.0,257,2007-12-18,2040-02-11,1,,110,160,2,9,2,6,11,160000,0,32.172602739726024,long,"(2000, 2007]"
260,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-29,1,2022-11-29,-33,2019-11-29,1129,158659,0,0,1,0,11-280,0,680,680,138.0,258,2007-12-22,2041-05-12,1,,110,160,2,9,2,1,11,160000,0,33.41095890410959,long,"(2000, 2007]"
261,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-14,1,2022-10-14,-79,2019-10-14,1175,150869,0,0,1,0,11-280,0,680,680,138.0,258,2008-12-23,2040-11-11,1,,110,160,2,9,2,4,11,160000,0,31.90684931506849,long,"(2007, 2017]"
262,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12,2018-10-30,0,2024-04-12,467,2021-04-12,629,86267,0,0,1,0,11-280,0,680,680,138.0,258,2008-08-24,2039-01-10,1,,110,160,2,9,2,4,11,160000,0,30.4,long,"(2007, 2017]"
263,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-10,2019-03-29,0,2025-02-10,771,2022-02-10,325,117832,0,0,1,0,11-280,0,680,680,138.0,258,2010-07-11,2039-10-06,1,,110,160,2,9,2,4,12,160000,0,29.257534246575343,long,"(2007, 2017]"
264,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-07,1,2022-12-07,-25,2019-12-07,1121,152938,0,0,1,0,11-280,0,680,680,138.0,257,2007-01-09,2040-10-30,1,,110,160,2,9,2,4,11,160000,0,33.83013698630137,long,"(2000, 2007]"
265,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-07,1,2022-12-07,-25,2019-12-07,1121,158946,0,0,1,0,11-280,0,680,680,138.0,257,2009-09-11,2039-10-02,1,,110,160,2,9,2,6,11,160000,0,30.076712328767123,long,"(2007, 2017]"
266,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-03,1,2023-06-03,153,2020-06-03,942,28859,0,0,1,0,11-280,0,680,680,138.0,258,2008-10-07,2040-08-08,1,,110,160,2,9,2,6,11,160000,0,31.85753424657534,long,"(2007, 2017]"
267,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-26,2019-04-10,0,2024-09-26,634,2021-09-26,462,79932,0,0,1,0,11-280,0,680,680,138.0,258,2010-03-17,2041-10-05,1,,110,160,2,9,2,6,11,160000,0,31.575342465753426,long,"(2007, 2017]"
268,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-13,1,2022-11-13,-49,2019-11-13,1145,154294,0,0,1,0,11-280,0,680,680,138.0,258,2008-08-24,2040-05-08,1,,110,160,2,9,2,6,11,160000,0,31.726027397260275,long,"(2007, 2017]"
269,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-16,1,2022-11-16,-46,2019-11-16,1142,157649,0,0,1,0,11-280,0,680,680,138.0,258,2009-12-01,2039-04-19,1,,110,160,2,9,2,6,11,160000,0,29.4,long,"(2007, 2017]"
270,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-12,1,2022-12-12,-20,2019-12-12,1116,158073,0,0,1,0,11-280,0,680,680,138.0,257,2009-06-28,2041-08-10,1,,110,160,2,9,2,4,2,160000,0,32.13972602739726,long,"(2007, 2017]"
271,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-25,1,2022-12-25,-7,2019-12-25,1103,158115,0,0,1,0,11-280,0,680,680,138.0,257,2008-06-09,2041-03-14,1,,110,160,2,9,2,4,12,160000,0,32.78356164383562,long,"(2007, 2017]"
272,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-12,1,2023-05-12,131,2020-05-12,964,60104,0,0,1,0,11-280,0,680,680,138.0,257,2009-06-15,2040-12-10,1,,110,160,2,9,2,6,11,160000,0,31.50958904109589,long,"(2007, 2017]"
273,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-07,1,2022-08-07,-147,2019-08-07,1243,153987,0,0,1,0,11-280,0,680,680,138.0,257,2008-08-30,2039-10-06,1,,110,160,2,9,2,4,4,160000,0,31.12054794520548,long,"(2007, 2017]"
274,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-20,1,2022-11-20,-42,2019-11-20,1138,159268,0,0,1,0,11-280,0,680,680,138.0,257,2008-11-05,2040-03-24,1,,110,160,2,9,3,6,11,160000,0,31.4027397260274,long,"(2007, 2017]"
275,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-07,1,2023-07-07,187,2020-07-07,908,82353,0,0,1,0,11-280,0,680,680,138.0,258,2010-09-07,2040-09-24,1,,110,160,2,9,2,4,2,160000,0,30.068493150684933,long,"(2007, 2017]"
276,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-17,1,2022-11-17,-45,2019-11-17,1141,158813,0,0,1,0,11-280,0,680,680,138.0,260,2009-11-02,2039-08-23,1,,110,160,2,9,2,1,11,160000,0,29.824657534246576,long,"(2007, 2017]"
277,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-12,1,2023-05-12,131,2020-05-12,964,31743,0,0,1,0,11-280,0,680,680,138.0,258,2007-07-08,2042-09-08,1,,110,160,2,9,2,6,11,160000,0,35.1945205479452,long,"(2000, 2007]"
278,2023-01-01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-18,1,2022-12-18,-14,2019-12-18,1110,157644,0,0,1,0,11-280,0,680,680,138.0,258,2010-08-26,2039-03-09,1,,110,160,2,9,2,6,11,160000,0,28.553424657534247,long,"(2007, 2017]"
